Datetime,Open,High,Low,Close,Volume,EMA_9,EMA_21,EMA_50,EMA_cross,MACD,MACD_sig,MACD_hist,MACD_cross,ADX,DI_pos,DI_neg,RSI,RSI_zone,STOCH_k,STOCH_d,ROC,BB_upper,BB_lower,BB_mid,BB_width,BB_pos,ATR,VWAP,VWAP_signal,OBV,Vol_avg,Vol_spike,Body_size,Candle_dir,Pct_from_high,Pct_from_low,Target
2026-02-10 01:35:00,5101.2,5102.4,5097.9,5100.1,226,5098.2862,5093.805,5085.6246,1,4.6426,4.0329,0.6097,1,21.7355,21.6975,14.1321,62.7018,0,77.7143,81.2211,0.1768,5108.274,5076.016,5092.145,0.0063,0.7466,5.5199,5090.5676,1,5820,277.1,0,0.2444,-1,-0.047,2.0408,1
2026-02-10 01:40:00,5100.2,5105.0,5100.2,5103.5,342,5099.329,5094.6864,5086.3256,1,4.8161,4.1895,0.6266,1,22.2086,23.7022,13.2288,66.3343,-1,91.1765,85.515,0.2062,5109.0209,5077.7291,5093.375,0.0061,0.8236,5.4756,5092.9712,1,6162,262.8,0,0.6875,1,0.0,2.1088,0
2026-02-10 01:45:00,5103.6,5104.0,5099.4,5103.4,370,5100.1432,5095.4785,5086.9952,1,4.8892,4.3294,0.5598,1,22.3772,22.2635,13.4815,66.1303,-1,90.4192,86.4366,0.104,5109.6738,5079.2862,5094.48,0.006,0.7935,5.413,5094.3209,1,5792,265.55,0,0.0435,-1,-0.002,2.1068,1
2026-02-10 01:50:00,5103.8,5105.9,5101.4,5104.7,356,5101.0546,5096.3168,5087.6895,1,4.9945,4.4624,0.532,1,22.9121,23.4631,12.6712,67.5283,-1,93.1818,91.5925,0.0431,5110.0704,5081.3096,5095.69,0.0056,0.8133,5.3478,5095.6417,1,6148,269.65,0,0.2,1,0.0,2.1328,0
2026-02-10 01:55:00,5104.6,5105.5,5103.6,5104.0,148,5101.6436,5097.0153,5088.3291,1,4.9642,4.5628,0.4014,1,23.4089,22.8389,12.3341,65.9498,-1,88.3436,90.6482,0.0725,5109.6723,5084.1477,5096.91,0.005,0.7778,5.1015,5096.4477,1,6000,267.9,0,0.3158,-1,-0.0137,2.1188,0
2026-02-10 02:00:00,5104.0,5111.1,5100.4,5101.1,572,5101.5349,5097.3866,5088.83,1,4.6525,4.5807,0.0718,1,24.8399,26.9369,10.6206,59.7213,0,43.1818,74.9024,0.0255,5108.3744,5087.4956,5097.935,0.0041,0.6516,5.5014,5097.7172,1,5428,287.55,1,0.271,-1,-0.0705,2.0608,1
2026-02-10 02:05:00,5100.7,5102.8,5096.6,5101.7,419,5101.5679,5097.7788,5089.3347,1,4.4032,4.5452,-0.142,-1,24.8989,24.788,14.6627,60.5514,0,35.1724,55.5659,0.0628,5107.9296,5089.4104,5098.67,0.0036,0.6636,5.5513,5098.6637,1,5847,291.15,0,0.1613,1,-0.0588,2.0728,1
2026-02-10 02:10:00,5102.1,5105.9,5101.7,5102.1,251,5101.6743,5098.1716,5089.8353,1,4.1896,4.4741,-0.2845,-1,25.475,27.484,13.8563,61.1266,0,37.931,38.7618,0.0471,5107.7364,5090.8136,5099.275,0.0033,0.6669,5.4548,5099.3712,1,6098,288.75,0,0.0,1,-0.0509,2.0808,0
2026-02-10 02:15:00,5102.8,5102.8,5098.0,5100.8,210,5101.4995,5098.4105,5090.2653,1,3.8708,4.3534,-0.4827,-1,24.9456,25.7416,17.8648,58.1586,0,28.9655,34.023,0.0471,5107.4911,5091.9489,5099.72,0.003,0.5695,5.408,5100.0011,1,5888,280.5,0,0.4167,-1,-0.0764,2.0548,1
2026-02-10 02:20:00,5100.0,5106.0,5099.9,5105.1,282,5102.2196,5099.0187,5090.847,1,3.9199,4.2667,-0.3468,-1,25.0072,27.8747,16.4385,64.3283,0,58.6207,41.8391,0.0804,5107.3328,5093.5572,5100.445,0.0027,0.8379,5.4575,5100.7981,1,6170,276.1,0,0.8361,1,0.0,2.1408,0
