Datetime,Open,High,Low,Close,Volume,EMA_9,EMA_21,EMA_50,EMA_cross,MACD,MACD_sig,MACD_hist,MACD_cross,ADX,DI_pos,DI_neg,RSI,RSI_zone,STOCH_k,STOCH_d,ROC,BB_upper,BB_lower,BB_mid,BB_width,BB_pos,ATR,VWAP,VWAP_signal,OBV,Vol_avg,Vol_spike,Body_size,Candle_dir,Pct_from_high,Pct_from_low,Target
2026-03-17 09:30:00,2373.3,2375.0,2360.0,2367.3,267353,2388.1486,2389.5388,2402.782,-1,-2.6157,-3.1864,0.5707,1,30.4476,21.3967,34.5072,36.6632,0,11.2308,26.86,-0.3662,2413.1592,2355.1408,2384.15,0.0243,0.2096,13.0823,2391.6961,-1,-2122692,160490.8,1,0.4,-1,-9.6726,0.0,1
2026-03-17 09:45:00,2367.3,2380.0,2363.7,2378.2,166092,2386.1589,2388.508,2401.818,-1,-3.2395,-3.197,-0.0425,-1,29.5073,22.2082,31.4892,43.4732,0,28.0,16.5587,-0.0168,2413.1518,2355.4582,2384.305,0.0242,0.3942,13.3121,2391.5269,-1,-1956600,162150.7,0,0.6687,1,-9.2567,0.4604,1
2026-03-17 10:00:00,2378.2,2383.5,2373.6,2381.8,133559,2385.2871,2387.8982,2401.033,-1,-3.4042,-3.2384,-0.1658,-1,28.3301,22.9195,29.7853,45.5553,0,33.5385,24.2564,0.042,2413.1947,2355.5753,2384.385,0.0242,0.4551,13.0684,2391.3797,-1,-1823041,163961.7,0,0.3636,1,-9.1194,0.6125,0
2026-03-17 10:15:00,2381.0,2386.7,2378.0,2378.1,116502,2383.8497,2387.0075,2400.1337,-1,-3.7896,-3.3487,-0.4409,-1,26.9585,23.5948,28.3343,43.7708,0,27.8462,29.7949,-0.3144,2413.1959,2355.7241,2384.46,0.0241,0.3893,12.7564,2391.388,-1,-1939543,164721.0,0,0.3333,-1,-9.2328,0.4562,0
2026-03-17 10:30:00,2378.7,2380.7,2373.0,2378.1,106553,2382.6997,2386.1977,2399.2696,-1,-4.0483,-3.4886,-0.5597,-1,26.041,22.5478,29.9583,43.7708,0,27.8462,29.7436,-1.0321,2413.1217,2356.3283,2384.725,0.0238,0.3833,12.3952,2391.2754,-1,-1832990,166911.05,0,0.0779,-1,-9.2328,0.4562,1
2026-03-17 10:45:00,2378.8,2391.9,2378.2,2391.5,109563,2384.4598,2386.6797,2398.9649,-1,-3.136,-3.4181,0.2821,1,24.2361,27.1714,27.595,51.7152,0,48.4615,34.7179,-0.7223,2413.6805,2357.5695,2385.625,0.0235,0.6047,12.4955,2391.3784,1,-1723427,169951.85,0,0.927,1,-8.7214,1.0223,0
2026-03-17 11:00:00,2391.0,2396.4,2388.0,2391.4,91135,2385.8478,2387.1088,2398.6683,-1,-2.3934,-3.2131,0.8197,1,22.7963,28.4695,26.2382,51.6565,0,48.3077,41.5385,-1.0182,2414.2324,2358.3276,2386.28,0.0234,0.5916,12.203,2391.6041,-1,-1814562,171919.25,0,0.0476,1,-8.7252,1.018,0
2026-03-17 11:15:00,2391.4,2393.0,2381.6,2383.3,88321,2385.3383,2386.7626,2398.0656,-1,-2.4305,-3.0566,0.6261,1,21.3873,26.5608,28.243,47.0059,0,35.8462,44.2051,-1.1653,2414.201,2359.209,2386.705,0.023,0.4381,12.1456,2392.3384,-1,-1902883,167901.75,0,0.7105,-1,-9.0344,0.6759,1
2026-03-17 11:30:00,2383.6,2387.8,2380.0,2385.6,95855,2385.3906,2386.6569,2397.5767,-1,-2.2484,-2.8949,0.6466,1,20.2045,25.3104,27.8791,48.4258,0,39.3846,41.1795,-0.6414,2414.2077,2360.2723,2387.24,0.0226,0.4696,11.8352,2392.5042,-1,-1807028,169431.4,0,0.2564,1,-8.9466,0.773,1
2026-03-17 11:45:00,2385.6,2389.9,2382.2,2386.9,58015,2385.6925,2386.679,2397.158,-1,-1.9764,-2.7112,0.7349,1,18.919,25.404,26.5503,49.2534,0,41.3846,38.8718,0.5985,2414.2418,2361.3682,2387.805,0.0221,0.4829,11.5399,2392.7904,-1,-1749013,168503.25,0,0.1688,1,-8.8969,0.8279,0
2026-03-17 12:00:00,2386.9,2389.0,2384.5,2385.9,37140,2385.734,2386.6082,2396.7165,-1,-1.8205,-2.5331,0.7126,1,17.7252,24.6641,25.7771,48.6072,0,45.359,42.0428,0.7857,2414.1994,2362.4006,2388.3,0.0217,0.4537,11.037,2393.218,-1,-1786153,164678.3,0,0.2222,-1,-8.9351,0.7857,0
2026-03-17 12:15:00,2386.9,2387.6,2378.5,2385.0,57727,2385.5872,2386.462,2396.2571,-1,-1.7494,-2.3764,0.6269,1,17.1515,23.1931,28.1721,47.9969,0,43.7828,43.5088,0.2859,2414.1882,2363.0518,2388.62,0.0214,0.4292,10.8987,2393.8289,-1,-1843880,159709.05,0,0.2088,-1,-8.9695,0.7477,1
2026-03-17 12:30:00,2383.9,2392.0,2382.0,2391.9,75215,2386.8498,2386.9563,2396.0862,-1,-1.1234,-2.1258,1.0024,1,16.1721,24.5649,26.3148,52.8814,0,55.8669,48.3363,0.424,2414.521,2363.829,2389.175,0.0212,0.5538,10.8345,2394.0767,-1,-1768665,158980.7,0,0.8,1,-8.7061,1.0392,1
2026-03-17 12:45:00,2391.9,2396.9,2389.2,2392.9,80924,2388.0598,2387.4967,2395.9613,1,-0.5403,-1.8087,1.2683,1,15.2441,26.5902,24.9508,53.5622,0,89.1599,62.9365,0.6223,2414.8798,2364.2002,2389.54,0.0212,0.5663,10.6106,2394.2563,-1,-1687741,159682.85,0,0.1299,1,-8.6679,1.0814,1
2026-03-17 13:00:00,2392.9,2398.3,2389.9,2398.0,66690,2390.0478,2388.4515,2396.0412,1,0.3295,-1.381,1.7105,1,14.516,26.0205,23.5186,56.9762,0,99.1329,81.3866,0.8368,2414.2045,2364.3855,2389.295,0.0209,0.6747,10.4527,2394.043,1,-1621051,150116.6,0,0.6071,1,-8.4733,1.2968,1
2026-03-17 13:15:00,2398.0,2401.8,2397.0,2400.7,97218,2392.1783,2389.565,2396.2239,1,1.2226,-0.8603,2.0829,1,14.1751,27.6206,22.7161,58.7071,0,96.1806,94.8245,0.3847,2412.7377,2365.0323,2388.885,0.02,0.7477,10.0489,2392.7713,1,-1523833,139184.8,0,0.5625,1,-8.3702,1.4109,0
2026-03-17 13:30:00,2400.8,2405.0,2394.0,2397.7,77018,2393.2826,2390.3046,2396.2818,1,1.6691,-0.3544,2.0235,1,14.1577,27.7348,20.9519,56.0108,0,77.1875,90.8337,0.2634,2408.8051,2367.1349,2387.97,0.0175,0.7335,10.1168,2389.4719,1,-1600851,124542.0,0,0.2818,-1,-8.4847,1.2842,0
2026-03-17 13:45:00,2397.5,2403.6,2397.4,2397.4,52748,2394.1061,2390.9496,2396.3256,1,1.9759,0.1116,1.8643,1,14.1416,26.4862,20.0087,55.7352,0,76.25,83.206,0.5916,2405.7127,2368.8273,2387.27,0.0155,0.7746,9.8371,2385.8928,1,-1653599,108615.85,0,0.0161,-1,-8.4962,1.2715,1
2026-03-17 14:00:00,2398.1,2404.2,2396.3,2402.8,104593,2395.8449,2392.0269,2396.5795,1,2.6246,0.6142,2.0104,1,13.9787,24.9452,19.6547,59.5904,0,91.791,81.7428,0.721,2406.0852,2368.6348,2387.36,0.0157,0.9123,9.6987,2384.7007,1,-1549006,102731.1,0,0.5949,1,-8.2901,1.4996,0
2026-03-17 14:15:00,2402.8,2402.8,2392.0,2394.0,107756,2395.4759,2392.2063,2396.4784,1,2.4009,0.9716,1.4293,1,13.26,22.977,21.2453,51.6896,0,58.4906,75.5105,0.2975,2406.0866,2370.7634,2388.425,0.0148,0.6578,9.7774,2385.1047,1,-1656762,99498.85,0,0.8148,-1,-8.626,1.1279,1
2026-03-17 14:30:00,2394.4,2399.6,2392.5,2397.5,78802,2395.8807,2392.6875,2396.5184,1,2.4775,1.2727,1.2047,1,12.5925,21.7614,20.1213,54.2857,0,71.6981,73.9932,0.4862,2405.1017,2374.7683,2389.935,0.0127,0.7494,9.5861,2388.2272,1,-1577960,90071.3,0,0.4366,1,-8.4924,1.2757,1
2026-03-17 14:45:00,2397.3,2401.7,2395.2,2401.7,114847,2397.0446,2393.5068,2396.7216,1,2.8443,1.587,1.2572,1,12.2382,22.2842,19.1238,57.2542,0,87.5472,72.5786,0.7002,2406.0982,2376.1218,2391.11,0.0125,0.8533,9.3657,2390.3225,1,-1463113,87509.05,0,0.6769,1,-8.3321,1.4531,0
2026-03-17 15:00:00,2401.1,2401.5,2388.4,2391.2,288688,2395.8757,2393.2971,2396.5051,1,2.2616,1.722,0.5397,1,11.7326,20.0897,22.2756,48.7342,0,47.9245,69.0566,-0.0293,2405.9477,2377.2123,2391.58,0.012,0.4868,9.6467,2391.5835,-1,-1751801,95265.5,1,0.7557,-1,-8.7328,1.0096,0
2026-03-17 15:15:00,2391.2,2394.0,2388.0,2389.6,232151,2394.6205,2392.961,2396.2343,1,1.6518,1.7079,-0.0562,-1,11.3137,19.1724,21.5629,47.5724,0,41.8868,59.1195,-0.1379,2405.1761,2379.1339,2392.155,0.0109,0.4019,9.3862,2392.0768,-1,-1983952,101047.95,1,0.2667,-1,-8.7939,0.942,1
2026-03-18 09:15:00,2419.1,2463.6,2410.6,2460.0,270909,2407.6964,2399.0555,2398.7349,1,6.7711,2.7206,4.0505,1,14.4979,47.441,13.4227,75.381,-1,95.7697,61.8603,2.5855,2427.6117,2364.8883,2396.25,0.0262,1.5164,14.0015,2399.3267,1,-1713043,109265.75,1,0.7717,1,-6.1069,3.9159,1
2026-03-18 09:30:00,2460.9,2465.8,2455.3,2462.0,184921,2418.5571,2404.7777,2401.2159,1,10.8643,4.3493,6.515,1,17.5161,45.9963,12.6906,75.7741,-1,95.4654,77.7073,2.5534,2442.1301,2357.4199,2399.775,0.0353,1.2346,13.7514,2404.9619,1,-1528122,113033.65,1,0.1048,1,-6.0305,4.0003,0
2026-03-18 09:45:00,2461.5,2470.0,2457.8,2461.2,175120,2427.0857,2409.907,2403.5682,1,13.8836,6.2562,7.6274,1,20.4375,45.2572,11.8799,75.2564,-1,89.2683,93.5011,2.6484,2453.1229,2353.4071,2403.265,0.0415,1.081,13.6406,2409.8032,1,-1703242,117232.9,0,0.0246,-1,-6.0611,3.9665,1
2026-03-18 10:00:00,2461.9,2467.8,2461.0,2466.5,109002,2434.9686,2415.0518,2406.0361,1,16.5137,8.3077,8.2061,1,23.1503,43.5858,11.4411,76.4065,-1,95.7317,93.4885,2.8823,2463.4304,2351.4196,2407.425,0.0465,1.0274,13.152,2413.2414,1,-1594240,118266.95,0,0.6765,1,-5.8084,4.1904,0
2026-03-18 10:15:00,2467.0,2474.7,2463.0,2465.0,207905,2440.9749,2419.5926,2408.3485,1,18.2665,10.2994,7.9671,1,25.8722,44.5714,10.7083,75.3392,-1,88.812,91.2707,2.5886,2471.7379,2351.0521,2411.395,0.05,0.9442,13.0483,2418.9138,1,-1802145,123869.45,1,0.1709,-1,-5.8657,4.1271,1
2026-03-18 10:30:00,2465.6,2469.4,2463.0,2466.8,109922,2446.1399,2423.8842,2410.6407,1,19.5752,12.1546,7.4206,1,28.3998,42.9509,10.319,75.7765,-1,90.8881,91.8106,3.0409,2479.1973,2351.5827,2415.39,0.0528,0.9029,12.5734,2421.7249,1,-1692223,126464.8,0,0.1875,1,-5.797,4.2031,1
2026-03-18 10:45:00,2466.8,2479.0,2466.6,2477.0,123754,2452.3119,2428.7129,2413.243,1,21.1912,13.9619,7.2293,1,31.0216,45.3813,9.5914,78.1416,-1,97.8022,92.5008,3.316,2487.5734,2352.3166,2419.945,0.0559,0.9218,12.561,2424.708,1,-1568469,130795.5,0,0.8226,1,-5.4075,4.634,1
2026-03-18 11:00:00,2477.5,2479.8,2475.1,2477.2,64275,2457.2895,2433.1208,2415.7511,1,22.2317,15.6159,6.6158,1,33.4781,44.5879,9.323,78.1866,-1,97.1678,95.286,3.1436,2494.5549,2354.5551,2424.555,0.0577,0.876,11.9995,2426.9013,1,-1504194,131122.9,0,0.0638,-1,-5.3998,4.6424,1
2026-03-18 11:15:00,2477.2,2479.3,2473.4,2478.3,74559,2461.4916,2437.228,2418.204,1,22.8813,17.069,5.8123,1,35.5251,42.963,10.0333,78.4492,-1,98.366,97.7787,3.6425,2500.9151,2356.8349,2428.875,0.0593,0.843,11.5638,2429.4238,1,-1429635,131090.1,0,0.1864,1,-5.3578,4.6889,0
2026-03-18 11:30:00,2478.4,2482.9,2473.2,2475.5,88916,2464.2933,2440.7073,2420.4509,1,22.9061,18.2364,4.6697,1,37.5428,42.6084,9.4252,75.9428,-1,92.2023,95.912,3.5947,2505.7888,2360.2212,2433.005,0.0598,0.7919,11.4307,2432.16,1,-1518551,131489.7,0,0.299,-1,-5.4648,4.5706,0
