Datetime,Open,High,Low,Close,Volume
2026-03-19 09:15:00,2410.1,2423.1,2408.0,2408.0,0
2026-03-19 09:16:00,2407.9,2412.8,2401.3,2410.3,34959
2026-03-19 09:17:00,2409.6,2412.2,2409.2,2411.4,18972
2026-03-19 09:18:00,2412.0,2413.0,2408.0,2410.2,12941
2026-03-19 09:19:00,2410.9,2411.7,2408.0,2409.0,18507
2026-03-19 09:20:00,2408.8,2411.0,2405.1,2407.4,16343
2026-03-19 09:21:00,2407.2,2407.7,2405.4,2406.5,8413
2026-03-19 09:22:00,2406.4,2406.4,2404.8,2404.8,10989
2026-03-19 09:23:00,2405.2,2410.0,2403.4,2409.9,8673
2026-03-19 09:24:00,2409.3,2410.0,2404.6,2408.0,7396
2026-03-19 09:25:00,2409.2,2411.6,2405.8,2406.1,7477
2026-03-19 09:26:00,2406.3,2408.1,2405.0,2408.1,17621
2026-03-19 09:27:00,2407.3,2410.0,2406.2,2408.1,6135
2026-03-19 09:28:00,2408.4,2408.4,2405.3,2405.3,5853
2026-03-19 09:29:00,2405.3,2406.7,2403.0,2403.0,9717
2026-03-19 09:30:00,2403.0,2406.3,2401.8,2406.3,14441
2026-03-19 09:31:00,2407.0,2407.5,2404.2,2406.0,6549
2026-03-19 09:32:00,2406.0,2407.4,2404.7,2407.4,6798
2026-03-19 09:33:00,2407.4,2407.4,2404.2,2404.2,8013
2026-03-19 09:34:00,2403.4,2404.5,2401.0,2402.2,11464
2026-03-19 09:35:00,2402.1,2406.0,2402.0,2406.0,5442
2026-03-19 09:36:00,2405.2,2406.0,2403.3,2405.8,5315
2026-03-19 09:37:00,2405.8,2412.1,2405.2,2411.5,17282
2026-03-19 09:38:00,2411.2,2411.4,2406.0,2406.8,11156
2026-03-19 09:39:00,2406.8,2408.1,2404.5,2405.4,18315
2026-03-19 09:40:00,2406.9,2409.0,2405.3,2408.3,9554
2026-03-19 09:41:00,2408.6,2411.4,2407.9,2409.2,7226
2026-03-19 09:42:00,2408.8,2411.5,2407.9,2410.9,5427
2026-03-19 09:43:00,2411.8,2411.8,2407.5,2409.7,4484
2026-03-19 09:44:00,2409.8,2413.0,2409.1,2410.7,6212
2026-03-19 09:45:00,2411.8,2412.5,2410.1,2411.3,9442
2026-03-19 09:46:00,2411.3,2412.0,2408.0,2408.5,8952
2026-03-19 09:47:00,2408.1,2408.3,2405.0,2405.0,15329
2026-03-19 09:48:00,2405.1,2405.9,2402.2,2404.3,6424
2026-03-19 09:49:00,2404.8,2406.7,2404.0,2406.0,5705
2026-03-19 09:50:00,2406.0,2407.2,2405.0,2406.0,8380
2026-03-19 09:51:00,2406.1,2407.7,2405.1,2405.6,5604
