Datetime,Open,High,Low,Close,Volume
2026-03-02 09:15:00,1376.9,1377.2,1362.7,1367.5,606046
2026-03-02 09:30:00,1367.5,1378.2,1367.2,1374.9,611681
2026-03-02 09:45:00,1374.7,1377.5,1371.2,1375.6,344581
2026-03-02 10:00:00,1375.6,1376.3,1364.1,1366.6,872569
2026-03-02 10:15:00,1366.5,1367.2,1363.4,1364.4,383486
2026-03-02 10:30:00,1364.4,1366.1,1363.5,1363.7,343470
2026-03-02 10:45:00,1363.8,1367.2,1363.6,1366.1,329168
2026-03-02 11:00:00,1366.1,1366.5,1364.0,1364.1,269648
2026-03-02 11:15:00,1364.1,1364.3,1358.6,1359.8,616269
2026-03-02 11:30:00,1359.8,1365.2,1359.0,1363.0,719058
2026-03-02 11:45:00,1363.3,1364.0,1361.2,1361.6,254553
2026-03-02 12:00:00,1361.4,1361.5,1358.9,1358.9,253300
2026-03-02 12:15:00,1358.9,1360.1,1355.0,1357.0,653730
2026-03-02 12:30:00,1356.8,1358.3,1353.2,1353.9,906200
2026-03-02 12:45:00,1353.6,1356.1,1351.3,1353.8,754431
2026-03-02 13:00:00,1353.9,1354.3,1351.0,1351.9,417595
2026-03-02 13:15:00,1351.9,1352.4,1347.8,1348.3,700477
2026-03-02 13:30:00,1349.0,1351.5,1346.9,1349.2,861496
2026-03-02 13:45:00,1349.2,1349.5,1342.5,1343.0,577740
2026-03-02 14:00:00,1343.0,1354.9,1341.6,1353.9,1226209
2026-03-02 14:15:00,1353.8,1354.2,1345.5,1346.0,1040923
2026-03-02 14:30:00,1346.0,1357.4,1346.0,1356.5,1739949
2026-03-02 14:45:00,1356.3,1359.7,1353.5,1355.7,902471
2026-03-02 15:00:00,1355.7,1361.6,1354.0,1360.6,4976947
2026-03-02 15:15:00,1360.6,1361.7,1356.6,1360.0,2306019
2026-03-04 09:15:00,1330.1,1337.5,1308.7,1311.5,2859520
2026-03-04 09:30:00,1311.5,1316.1,1307.2,1316.0,2365486
2026-03-04 09:45:00,1315.4,1321.1,1314.7,1320.4,925375
2026-03-04 10:00:00,1320.3,1331.8,1318.4,1331.6,1341046
2026-03-04 10:15:00,1331.5,1338.8,1329.7,1337.9,1333026
2026-03-04 10:30:00,1338.2,1341.0,1335.7,1336.7,807079
2026-03-04 10:45:00,1336.7,1340.5,1335.0,1340.0,686953
2026-03-04 11:00:00,1340.0,1348.0,1339.1,1343.8,1078720
2026-03-04 11:15:00,1343.8,1347.3,1341.5,1341.8,868488
2026-03-04 11:30:00,1342.1,1345.0,1340.1,1340.4,787223
2026-03-04 11:45:00,1340.5,1345.7,1338.2,1345.5,536202
2026-03-04 12:00:00,1345.2,1346.8,1344.0,1344.5,324560
2026-03-04 12:15:00,1344.5,1345.4,1342.9,1344.8,564739
2026-03-04 12:30:00,1345.0,1345.4,1341.9,1344.3,408126
2026-03-04 12:45:00,1344.4,1347.0,1342.3,1345.3,500565
2026-03-04 13:00:00,1345.4,1346.0,1340.3,1341.6,388490
2026-03-04 13:15:00,1341.5,1342.4,1337.5,1338.7,666287
2026-03-04 13:30:00,1338.7,1340.2,1334.2,1339.6,1333824
2026-03-04 13:45:00,1339.6,1340.3,1336.2,1339.2,792930
2026-03-04 14:00:00,1339.2,1347.5,1339.0,1345.5,854923
2026-03-04 14:15:00,1345.6,1347.7,1343.1,1346.5,1539703
2026-03-04 14:30:00,1346.5,1351.3,1344.6,1349.5,1427111
2026-03-04 14:45:00,1349.4,1352.8,1347.4,1351.8,1314270
2026-03-04 15:00:00,1351.5,1351.5,1340.0,1343.7,2766460
2026-03-04 15:15:00,1343.7,1349.4,1343.0,1345.3,2244379
2026-03-05 09:15:00,1354.9,1378.8,1354.9,1373.8,972361
2026-03-05 09:30:00,1373.3,1380.2,1371.0,1376.4,1747606
2026-03-05 09:45:00,1376.4,1385.6,1375.1,1384.9,1135995
2026-03-05 10:00:00,1384.6,1387.2,1383.4,1384.0,843164
2026-03-05 10:15:00,1384.4,1385.5,1374.7,1377.5,1147758
2026-03-05 10:30:00,1377.5,1384.5,1375.1,1384.1,435140
2026-03-05 10:45:00,1383.7,1385.5,1381.7,1384.0,344461
2026-03-05 11:00:00,1383.9,1385.5,1381.5,1382.6,430188
2026-03-05 11:15:00,1382.6,1385.0,1380.2,1380.7,332636
2026-03-05 11:30:00,1380.8,1385.9,1380.8,1382.2,581781
2026-03-05 11:45:00,1382.7,1383.2,1379.4,1382.7,915761
2026-03-05 12:00:00,1382.7,1388.3,1382.4,1385.7,1159684
2026-03-05 12:15:00,1385.6,1386.4,1383.2,1384.8,526384
2026-03-05 12:30:00,1384.8,1385.9,1383.0,1384.9,182124
2026-03-05 12:45:00,1384.7,1385.1,1383.2,1383.6,246177
2026-03-05 13:00:00,1383.3,1383.6,1381.1,1381.6,294735
