Datetime,Open,High,Low,Close,Volume,EMA_9,EMA_21,EMA_50,EMA_cross,MACD,MACD_sig,MACD_hist,MACD_cross,ADX,DI_pos,DI_neg,RSI,RSI_zone,STOCH_k,STOCH_d,ROC,BB_upper,BB_lower,BB_mid,BB_width,BB_pos,ATR,VWAP,VWAP_signal,OBV,Vol_avg,Vol_spike,Body_size,Candle_dir,Pct_from_high,Pct_from_low,Target
2023-06-23 15:15:00,821.72,822.4,820.65,821.75,585093,823.191,819.6512,812.8428,1,4.529,5.3028,-0.7738,-1,43.0207,29.7887,17.1584,58.8345,0,36.2859,38.0218,-0.2125,830.5686,812.0364,821.3025,0.0226,0.5241,3.8859,821.8503,-1,-48949967,2453663.65,0,0.0171,1,-2.1726,3.9756,0
2023-06-26 09:15:00,822.5,825.3,817.47,819.03,0,822.3588,819.5947,813.0855,1,3.9109,5.0244,-1.1136,-1,40.7977,25.7911,20.3059,52.5333,0,15.1515,29.1634,-0.7838,829.7675,813.6405,821.704,0.0196,0.3342,4.1676,822.1657,-1,-48949967,2384715.1,0,0.4432,-1,-2.4964,3.6314,1
2023-06-26 10:15:00,819.03,821.28,819.0,820.33,652640,821.953,819.6615,813.3696,1,3.4857,4.7167,-1.2309,-1,38.7335,24.7495,19.4859,55.0132,0,25.2525,25.5633,-0.1388,828.8808,815.3652,822.123,0.0164,0.3673,4.0328,822.5542,-1,-48297327,2323394.15,0,0.5702,1,-2.3417,3.7959,0
2023-06-26 11:15:00,820.08,821.62,819.8,820.25,566907,821.6124,819.715,813.6394,1,3.1065,4.3947,-1.2881,-1,36.9077,24.5459,18.8322,54.8234,0,24.6309,21.6783,-0.2614,828.5479,816.1281,822.338,0.0151,0.3319,3.8747,822.7959,-1,-48864234,2275330.85,0,0.0934,1,-2.3512,3.7858,0
2023-06-26 12:15:00,820.2,821.5,817.0,818.45,1212790,820.9799,819.6,813.828,1,2.6305,4.0418,-1.4113,-1,34.2941,22.5329,22.3906,50.5934,0,11.1969,20.3601,-0.86,828.4272,816.3718,822.3995,0.0147,0.1724,3.9194,823.0763,-1,-50077024,2195231.7,0,0.3889,-1,-2.5655,3.558,0
2023-06-26 13:15:00,818.38,818.8,814.38,816.33,971088,820.0499,819.3028,813.9262,1,2.0584,3.6451,-1.5867,-1,32.5578,20.7343,25.3349,46.0835,0,12.5241,16.1173,-1.3642,828.616,816.026,822.321,0.0153,0.0241,3.9551,823.1716,-1,-51048112,2150072.8,0,0.4638,-1,-2.8179,3.2898,1
2023-06-26 14:15:00,816.05,818.97,814.88,818.33,1824909,819.706,819.2143,814.0989,1,1.7463,3.2654,-1.5191,-1,30.8896,19.5127,23.4681,50.5608,0,25.3693,16.3634,-1.2633,828.6032,816.0548,822.329,0.0153,0.1813,3.9648,823.0068,-1,-49223203,2209608.75,0,0.5575,1,-2.5798,3.5428,0
2023-06-26 15:15:00,818.33,819.05,816.17,818.2,1349917,819.4048,819.1221,814.2597,1,1.4714,2.9066,-1.4351,-1,29.3124,18.6271,22.2262,50.2686,0,24.5344,20.8092,-0.9863,828.6731,815.6199,822.1465,0.0159,0.1977,3.8873,822.9794,-1,-50573120,2065215.3,0,0.0451,-1,-2.5952,3.5264,1
2023-06-27 09:15:00,821.0,822.5,819.45,821.8,1897125,819.8838,819.3656,814.5554,1,1.5265,2.6306,-1.104,-1,27.7023,23.4581,20.4833,57.58,0,47.6557,32.5198,-0.0061,828.6521,815.5959,822.124,0.0159,0.4752,3.9168,822.903,-1,-48675995,1994077.25,0,0.2623,1,-2.1667,3.9819,0
2023-06-27 10:15:00,821.78,822.5,819.62,820.45,1613422,819.9971,819.4641,814.7865,1,1.4446,2.3934,-0.9488,-1,26.2071,22.2023,19.3867,54.3529,0,38.9852,37.0584,-0.1546,828.5296,815.4384,821.984,0.0159,0.3828,3.8427,822.8274,-1,-50289417,1919443.25,0,0.4618,-1,-2.3274,3.8111,1
